Price,Beds,Bath,Sqft,Address,City,State,Zip,Description
"$215,000 ",3bd,2ba,"2,361 sqft (on 0.29 acres)",5916 NW 83rd St,Oklahoma City,OK,73132,"Multiple offer situation. Best and final offers by Sunday November 21st at 6:00 PM. Beautiful, very well maintained home just a short walk to Lakeshore Park and Hefner Lake to enjoy bike paths, walking paths, parks, restaurants & everything else that it offers! It is a beautiful 3 bed, 2 bath home that has a large open entry way that overlooks the living area. Easy flow from entry to living to dining to kitchen. The open living room has a wood burning fireplace, hard wood floors, three seating areas, and so much natural light coming in it's wall of big windows that overlook the backyard. The master bedroom contains his and her closets with plenty of storage! This home is nestled into a wooded area and has a large back yard with covered patio. Two outdoor buildings that would be great for storage or a workshop! Spacious two car garage with kitchen entry. The roof is barely two years old!"
"$211,000 ",3bd,2ba,"1,871 sqft",5228 SE 86th St,Oklahoma City,OK,73135,"Great home located close to Tinker Air Force base. This home has two storage sheds in back yard ,ceiling fans though out house granite kitchen counter tops, double vanities in master bath. A carport and a functional 2car attached garage. Also tile flooring though out the house. The attic has plywood floor installed for more storage. Extra long tub in the master bath."
"$280,000 ",4bd,3ba,"2,195 sqft (on 0.39 acres)",5524 SE 57th St,Oklahoma City,OK,73135,"Short Sale Offer is under review by Seller's Lender. BEAUTIFUL & OPEN 3Bed + Office/Nursery + 2 Living or Formal Dining + 2.1Bath + 3Car Garage on 1/3rd Acre minutes from TAFB & Boeing! FANTASTIC Floorplan has great Entry with Open Living/Formal Dining to the Right with FABULOUS Office/Nursery to the Left ~ Office/Nursery Adjoins Primary Bathroom and onto the Primary Bedroom ~ Primary Bedroom features Grand Room, Australian Closet, and Jetted Tub, Separate Shower & Double Vanities ~ Kitchen has NICE Sized Pantry, Built-in Oven & Microwave, & STELLAR Serving Bar suitable for 3-4 Bar Stools plus French Stainless REFRIGERATOR ~ Two LARGE Guest Bedrooms share Jack-n-Jill Bathroom ~ PLETHORA of STORAGE Space throughout this Awesome Home ~ HUGE Backyard with Privacy Fence; majority of Fence is Maintained by the HOA ~ Covered Patio & Pie-shaped Yard are IDEAL for Entertaining ~ Garage with Insulated Garage Doors & SPACIOUS 15 Person In-Ground Storm Shelter ~ NEW HVAC in 2019 ~ Welcome Home!"
"$215,000 ",4bd,2ba,"2,161 sqft",5208 SE 84th St,Oklahoma City,OK,73135,"Spacious home in Moore School District. This home features gas appliances, like new laminate flooring, custom cabinetry, double sinks and jetted tub in the master bath, and much more. Home is located near major arteries making it easily accessible to get anywhere in OKC. Schedule your tour today!"
"$190,000 ",3bd,2ba,"1,522 sqft",4612 SE 49th St,Oklahoma City,OK,73135,"Price Improvement!!! Beautiful completed remodeled home with many extras! New cabinets and hardware, kitchen now open to the linving room, new electric stove, new microwave, new dishwasher, 2019 HVAC, newer liner in the pool, new motor and filter for the pool and more! This home won't last! Don't miss this opportunity to make this home yours!!!!"
"$239,900 ",5bd,3ba,"2,598 sqft",8400 Breezewood Dr,Oklahoma City,OK,73135,"Custom built ONE owner home in highly sought after Moore Schools. This spacious home has a very well designed layout with almost 2,600 sq. ft, 5 bedrooms, 3 full bathrooms, large living room with fireplace and built-ins, chef friendly kitchen with granite countertops and gas range, lots of natural light, large backyard with covered porch, privacy fence, 2 car garage, and other great features. Homes like this don't come available often. Located close to shopping, dining, highway access, Tinker AFB, and more. Call now for a private showing."
"$108,000 ",3bd,1ba,"1,287 sqft",5217 N Foster Dr,Oklahoma City,OK,73135,"Investment Opportunity! Updated home rented for $1000/month. New paint inside, updated fixtures, new range, vent hood and double ovens, updated bathroom, spacious bedrooms, built-in storage and inside utility. Kitchen features pantry, fridge, and great view of the backyard. Dining area is open to kitchen and living areas and has storage closet. Living area has updated fixtures, newer carpet and coat closet. 2 bedrooms flank the bathroom, 1 has walk-in closet and tile flooring. 2nd bed has carpet and spacious closet. 3rd bed is converted garage with a large built-in closet, ceiling fan and newer carpet."
"$214,900 ",3bd,2ba,"1,835 sqft",7909 Woodbend Ln,Oklahoma City,OK,73135,"GREAT HOME!!GREAT LOCATION!! This Home has so much to offer. It's tucked in the back of the Neighborhood on a Greenbelt. Home offers 2 Living Areas, Great Dining Area, 3 Bedrooms, 2 Full Baths with a Split Floorplan. Lots of Updates including Granite Countertops, Stainless Steel Appliances, with Custom Stainless Steel Vent Hood Above the Range. Spacious Living Areas, one with Gas Fire Place, Second Living Area could be used for Formal Dining, Office, Workout, or Play Area. Master Suite has Double Vanities, His and Her Walk-in Closets, Jetted Tub and Shower. New Vinyl Wood Look Flooring installed 2021. Flooring also includes Carpet and Tile. Additional Concrete added to Driveway and Patio, Storm Shelter in Garage Floor. Outside you will enjoy Privacy as sit on your Patio with the Green Belt behind you. Location is Very Convenient to Tinker AFB, Boeing, OK Heart Hospital, and Great Access to I-240. This one is a MUST SEE!"
"$200,000 ",4bd,3ba,"2,286 sqft",5101 SE 56th St,Oklahoma City,OK,73135,"Welcome Home! This house is situated on a large corner lot, in a well established neighborhood, with highly sought after Parkview Elementary! It's located near Tinker AFB with easy access to OKC. A large formal living room upon entry that leads to a formal dining and kitchen. There is a breakfast nook on one side of the kitchen. This home has 4 bedrooms, 3 bath, and has an amazing layout with a true Mother-In-Law Suite. This home features a large living room with a fireplace, spacious bedrooms, and has a nice covered patio. Home is to be sold as-is. New Roof and Guttters installed 9/2021."
"$55,000 ",2bd,1ba,600 sqft (on 0.26 acres),4131 Cunningham Dr,Oklahoma City,OK,73135,"Buyer to verify all information. This property has 2 bedrooms with the garage converted to another room, 1 bathroom and is about 600 square feet of floor space. This property has a lot size of 0.26 acres and was built in 1951. It is being sold as is condition. The home was damaged in a fire in 2019. A fixer upper with tons of potential. A 26 feet x 30 feet concrete slab in the back for a metal building or a 2 car garage. New decking and roofing (year 2020)."
"$145,000 ",3bd,1ba,"1,400 sqft (on 1 acre)",4004 SE 89th St,Oklahoma City,OK,73135,Great investment opportunity in today’s market! This home is located on a huge lot with mature shade trees as well as fruit trees and offers outbuildings and Oz upright storm shelter. Convenient location near I240. Come and remodeled this home!
"$185,000 ",3bd,3ba,"1,590 sqft",8804 Lawton Ave,Oklahoma City,OK,73159,"Easy floorplan flows nicely in this 3 bedroom/2.5 bath house with a study/multi-purpose room, or could be used as a 4th bedroom. Total and complete remodel. Laminate flooring throughout entire home. Large living room with spacious bedrooms. The updated kitchen has decorative hard service countertops, new cabinet doors and draw fronts with plenty of storage space. Along with this very impressive remodel, the home has 2 AC units, one being new, new hot water heater, and both garage door and opener are new. All the charm a buyer is looking for. Seller will consider owner financing."
"$149,900 ",3bd,2ba,"1,092 sqft",7813 S Youngs Blvd,Oklahoma City,OK,73159,"Southside Stunner! This home has been remodeled by a designer from head to toe! High end Carrara marble backsplash and granite in the kitchen, new kitchen appliances, gorgeous marble bathroom, vinyl plank floors throughout, fresh paint on every surface and new light fixtures will make this home feel brand new! Large backyard with an extremely oversized shed that could be converted to a guest house, office or machine shop - whatever your imagination dreams of! Welcome home!"
"$144,900 ",3bd,2ba,"1,175 sqft",8617 S Miller Blvd,Oklahoma City,OK,73159,"If you are looking for a 3 bedroom 1.5 Bath in a nice neighborhood, and in the Moore school district, look no further! This brick home can be what your looking for! Freshly painted on the exterior, with a two car garage, storm shelter in garage, and an alarm system with cameras included. New AC unit replaced in 2018! The patio out back has an awning with a nice sized fenced yard. Roof replaced in 2010. Hot water heater replaced in 2019. Owners wish to sell in present condition. Buyers to satisfy themselves of Sq. footage Price reduced, Improved price $144,900! ****Sellers are also willing to allow $3000 toward closing cost and pre-paids with acceptable offer. Active pending Release of Previous Contract."
"$76,000 ",2bd,1ba,882 sqft,6305 S Drexel Pl,Oklahoma City,OK,73159,"Great investment opportunity this 2 bed one bath could easy be made a 3 bed by converting the remaining portion of the garage to another bedroom. There is storage building great for lawn equipment and storage, Open concept living kitchen area. Don't wait long as this one will not last. Seller selling in as is condition and will make no repairs."
"$199,500 ",4bd,3ba,"1,991 sqft",2248 Laneway Dr,Oklahoma City,OK,73159,"This charmer has all the space, updates and character you need! A true 4 bedroom 3 bathroom home with multiple living/dining room options, and all 3 bathrooms have just been remodeled! The exterior had a new roof, gutters, siding, pillars and fresh paint done in 2020. In 2019 the kitchen was updated with new dishwasher, recessed lighting and concrete epoxy counter tops. Complete with tons of storage, a big backyard with huge concrete patio and a storage building for your lawn equipment, this one has it all."
"$139,900 ",3bd,2ba,"1,149 sqft",8612 S Kentucky Ave,Oklahoma City,OK,73159,This house can only be sold only AS IS needs complete remodeling. Renter is staying in property. We will be taking offers for a week ending 11/20
"$190,000 ",6bd,2ba,"1,998 sqft",2520 SW 68th St,Oklahoma City,OK,73159,6 BED 2 BATH 2 CAR COLONIAL STYLE CLOSE TO 1240 AND 135 GREAT LOCATION.
"$164,500 ",3bd,2ba,"1,719 sqft",6713 S Drexel Ave,Oklahoma City,OK,73159,"Wow! So Clean and So Much Space! Conveniently located in SW OKC with endless amenities nearby, this home offers so much sq foot for your dollar and versatility that will accommodate everyone! Huge living room with built-ins is ready for winter with a beautiful gas log fireplace. Next you’ll find an expandable bedroom/dining room ready for any purpose, home office, or hobby you may have. Your kitchen is equipped with a smooth top cooking surface, built-in oven, plenty of cabinet space, dishwasher, breakfast bar, and window view to the front corner lot. Master bedroom includes a full bath with shower and ample closet storage. Secondary bedrooms have easy access to the spacious hall bath. HWT and HVAC are updated. Covered back patio is ready for relaxing and no storage worries with an outdoor shed. Extra wide driveway offers plenty of off-street parking. Just 2 minutes to I240 makes an easy commute to anywhere."
"$157,000 ",3bd,2ba,"1,084 sqft",1412 SW Straka Ter,Oklahoma City,OK,73159,"This Oklahoma City one-story home offers granite countertops, and a two-car garage."
"$138,500 ",3bd,1ba,963 sqft,1521 SW 60th St,Oklahoma City,OK,73159,"A cute house! Remodeled! New kitchen, new bath, new tile, new paint, new countertops, ready for a family! Located near restaurants, shopping centers and highways."
"$307,000 ",4bd,3ba,"2,436 sqft",5508 NW 106th St,Oklahoma City,OK,73162,"This Oklahoma City one-story home offers a patio, granite countertops, and a three-car garage. This home has been virtually staged to illustrate its potential."
"$305,000 ",4bd,2ba,"2,378 sqft (on 0.25 acres)",6909 Briarcreek Dr,Oklahoma City,OK,73162,"Fantastic family home in Briarcreek. This beautiful 4 bedroom 2 bath home has an open floor plan with a formal dining/living area as you walk through the front door. This well kept home has a kitchen for all families to enjoy with granite countertops and all stainless appliances. Huge Master suite with high ceilings, master bath with Jacuzzi tub and a large walk in closet. Quiet Neighborhood close to shopping, schools, Kilpatrick Turnpike."
"$369,900 ",4bd,4ba,"3,442 sqft (on 0.25 acres)",11309 Cedar Hollow Rd,Oklahoma City,OK,73162,"Lets have a pool party.!! That's what this backyard says to you its complete with a tiki hut that's covered. This very large home has family room with a fireplace and a wet bar. The formal dining has wood floors. The Kitchen is very large with lots of cabinet space and an island. The appliances are stainless steel (2016) Electrolux Oven/microwave, Bosh Dishwasher. Large laundry room with sink. Master down with fireplace,"
"$475,000 ",5bd,4ba,"3,319 sqft",5209 NW 117th St,Oklahoma City,OK,73162,"**OPEN HOUSE Sunday Nov 21 2:00-4:00** Beautiful home in Glenhurst with a POOL and HOTTUB! This home offers 4 bedrooms + an office + an upstairs BONUS room, either could be used as a 5th bedroom. 4 full bathrooms! The backyard oasis offers a gorgeous custom pool with waterfalls, a hot tub, a sauna, an outdoor kitchen, large covered patio, and a spacious upstairs deck that overlooks the backyard! This home is perfect for entertaining! The pool also has a heater and will have a brand-new filter. The master suite is large enough for all your oversized furniture, has a sitting area with a double-sided fireplace, & has a private patio entrance that makes it easy to step out to the patio and enjoy the sauna, pool, or hot tub! Two of the bedrooms off the kitchen share a jack-n-jill bath. The huge upstairs bonus room offers a storage closet, full bathroom, & a covered patio!"
"$215,000 ",4bd,3ba,"2,206 sqft",6916 Fawn Canyon Dr,Oklahoma City,OK,73162,"Well maintained 4 bedroom home, in a great location in a quaint neighborhood. This is a nice home with high ceilings, plenty storage with cabinets throughout. The garage garage is sizable and work station ready. Nice fenced in back yard with plenty vegetation. Come see it today! ***Home has 24 piers that include a lifetime warranty***"
"$268,800 ",4bd,2ba,"2,193 sqft",7302 NW 106th St,Oklahoma City,OK,73162,This is basically a new home everything has been completely updated from the flooring to the roof. Do not miss seeing this home.
"$279,000 ",4bd,2ba,"2,650 sqft (on 0.26 acres)",7800 NW 101st St,Oklahoma City,OK,73162,"Make this newly remodeled home in Northhaven yours! This home has a great open floor-plan with an updated kitchen and living room! With all new floors throughout the home including all new carpet in all the bedrooms. New paint that is clean and bright-you will be able to move right in! You will love the private oversized primary bedroom with a walk-in closet and remolded bathroom. There is an extra large laundry room with tons of storage. The bonus room upstairs can be used as a bedroom, game room or an office! All the sidewalks, driveway and the backyard has been resurfaced. A new roof and gutters done in the summer of 2021 is just an added bonus in this beautiful large home in Northaven!"
"$240,000 ",4bd,3ba,"2,322 sqft (on 0.25 acres)",7302 NW 107th St,Oklahoma City,OK,73162,"This Beautiful home is looking for a new owner. You will absolutely love the open floor plan. Take advantage of the nicely sized bedrooms. Every bedroom is equipped with ceiling fans for the warm summer days. As winter approaches you can make use of the warm cozy fireplace. Major upgrades were made in 2019...new roof, hot water tank and HVAC. Sellers are motivated and will negotiate a kitchen appliance allowance with the right offer. The home is back on the market. The Buyers had a change of heart and this Beautiful home is still ready for the perfect family."
"$322,900 ",3bd,2ba,"1,891 sqft",8520 NW 109th St,Oklahoma City,OK,73162,"Stunning new construction home built by an award-winning, Professional Certified Builder estimated to be completed in December 2021. This Spruce floor plan features upgraded wood look tile in the common areas and a cozy tile surround fireplace. Kitchen features custom-built maple cabinets, patterned tile backsplash, upgraded stainless steel Samsung appliances with a decorative venthood, quartz countertops, and a spacious pantry. The private primary suite features a large bedroom, walk-thru closet, and the black and white themed bath includes a Jetta tub and an elegant fully tiled frameless glass shower. The spacious secondary bedrooms feature large closets with access to the hall bath with a fully tiled tub surround. This home also features a 3-car garage, covered front porch, and covered back patio. Comes with a TRANSFERABLE 10-year structural warranty and energy-saving finishes!"
"$275,900 ",4bd,2ba,"2,466 sqft",11736 Blue Moon Ave,Oklahoma City,OK,73162,"4 Bedroom! Over 2400 sq ft In highly sought after Piedmont School District!! This house sits on a quiet street in a great neighborhood located just north of Northwest Expressway. Easy Turnpike access with minutes to Edmond or Downtown OKC. Efficient home with many new updates including new gutters, granite and fixtures, carpet and pad and electric cooktop. Crown molding, 10 ft ceilings, large entryway and dining room with a large open floor plan. Three car garage with recent maintenance to doors and openers."
"$165,000 ",3bd,2ba,"1,523 sqft (on 1.03 acres)",3913 SE 34th St,Oklahoma City,OK,73165,"""DIAMOND IN THE ROUGH"" I LOOK ROUGH ON THE OUTSIDE, BUT YOU NEED TO SEE THE INSIDE. WITH A LITTLE NIP & TUCK I WILL LOOK FABULOUS!! THE INSIDE IS CLEAN & TOTALLY LIVABLE!! JUST NEEDS SOME UPDATING. LARGE LIVING AREA. NICE SIZE KITCHEN WITH GOOD WORK SPACE & STORAGE. BIG MASTER BEDROOM WITH LARGE CLOSETS. THE BEAUTY OF THIS PROPERTY IS THAT IT'S 1 ACRE UNPLATTED. PLENTY OF ROOM FOR A LARGE WORK SHOP/BARN. IDEAS ARE UNLIMTED IN MAKING THIS PLACE A REALLY BEAUTIFUL HOME. ****SCHEDULE YOUR PRIVATE SHOWING TODAY**** **************SELLING-AS-IS-CONDITION********"
"$298,000 ",3bd,2ba,"1,751 sqft (on 1.59 acres)",5720 SE 104th St,Oklahoma City,OK,73165,"Sitting on 1.59 acres, this absolutely stunning remodeled home is ready to be filled with love. With new exterior paint and new windows this home has a brand new look. When you enter through the front door you are greeted with a large open concept living area. Enjoy the wood burning on fireplace on chilly winter evening. The granite countertops in the kitchen create a timeless feel that will last for generations. Three generously sized bedrooms with brand new 2021 carpet and completely remodeled bathrooms! The backyard has a beautiful covered porch for enjoying Oklahoma sunset views. Includes a large workshop in the back PERFECT FOR A MAN CAVE . Don’t sleep on this one, it will be gone fast!"
"$235,000 ",2bd,1ba,"2,087 sqft (on 1 acre)",6016 SE 149th St,Oklahoma City,OK,73165,"Charming home on 1 acre mol in Moore School District! The updated kitchen features tile backsplash, beautiful quartz countertops, and a handy pass-through to the dining room. Off the dining room is the living room which is spacious and bright. The master is a big with a walk-in closet, ceiling fan and room for a sitting area. The other bedroom is also nicely sized with great closet space too! There is another big living area that could be a large office, bonus room or third bedroom. Outside, the covered patio overlooks the private backyard and pool. It's the perfect area for entertaining or enjoying the evening sunsets. Other great features of this home are the large 26x30 shop with concrete floor and electric, 18x39 shop, 10x10 building, RV hookup, tornado shelter, newer windows with lifetime warranties and high impact shingles. Conveniently located to I-35, I-240, Moore and Norman. Schedule your showing today!"
"$457,813 ",4bd,3ba,"2,499 sqft",2108 SW 39th St,Oklahoma City,OK,73160,
"$254,800 ",3bd,2ba,"1,593 sqft",313 Golden Leaf Ct,Moore,OK,73160,"Announcing this beautiful new construction home in a gated community loaded with amenities usually found in much larger homes. This 3 Bed, 2 Bath home features an open floor plan and tons of storage. The kitchen highlights granite countertops, tile backsplash, large pantry, breakfast bar & stainless steel appliances. You will love the master suite with beautiful tile shower, his & her vanities, and large walk-in closet. Community clubhouse features large storm shelter for the neighborhood. Check out the beautiful wood look tile in the living areas and carpet in the bedrooms. Don't miss out on this BEAUTIFUL home. Schedule your showing today!"
"$380,000 ",3bd,2ba,"2,019 sqft",2505 SE 39th St,Moore,OK,73160,"Custom built with many upgrades. This home has been well cared for and has 3 bedrooms,2 baths, 3 car tandem garage. Kitchen features double ovens, gas cooktop, large pantry, very large L shaped island with seating room, granite counters, and a custom tiled backsplash. Primary bath has a 72' jetted tub, large walk in tiled shower with 2 shower heads, double vanities, and large walk in/through closet with seasonal hangings. Second bedroom is also very large with a large walk in closet as well. The third bedroom is currently being used as an office. Home is equipped with a Generac generator to maintain power in those nasty Oklahoma ice storms. This home was built to Moore's high wind code requirement's. Check out the attachment to view all the other amenities this home has to offer. Come take a look today."
"$270,000 ",3bd,2ba,"1,721 sqft",1109 Falling Leaf Ter,Moore,OK,73160,"Under Construction ~ Ask about customization options ~ Estimated completion date: January 2022 ~ Community Safe Room ~ Close to The Station at Central Park, Madison Place Park, Shopping, Restaurants, & more, with easy access to I-35 & close to 19th St Amenities."
"$385,000 ",4bd,3ba,"3,481 sqft",400 S Ramblin Oaks Dr,Moore,OK,73160,"Beautifully maintained 1-owner home. A large living room with brick fireplace and bonus game room/second living adjacent to dining area. Incredible backyard with heated 12'x16' shop, 8'x6' sauna, large hot tub, sprinkler system, and cedar fence with 3 metal gates. Top of the line security system (19 zones/3 keypads), 11 camera surveillance system with DVR/Monitor and perimeter soffit lights with timer. Beautiful glass entry, circle drive and concrete walkway around entire home. Large kitchen (new appliances) and spacious utility room with SS sink. 3 large bedrooms downstairs, upstairs loft (w/built-in bookcase) and 4th bedroom. Granite counter tops throughout, circulating hot water system, central vacuum, double-hung, triple pane windows with full length screens, exterior single-point generator connection, 40yr roof with 3 power vents, metal valleys and gutters, X-Large IN GROUND Storm shelter and many more."
"$329,490 ",4bd,2ba,"1,850 sqft",1617 NE 35th St,Oklahoma City,OK,73160,"You will swoon over this Sage in Moore Community, The Waters. This Sage floor plan includes 2,105 Sq Ft of total living space, which includes 1,850 Sq Ft of indoor living space and 255 Sq Ft of outdoor living space. Home has 4 bedrooms, 2 bathrooms and a 3 car garage with storm shelter installed! Wood look tile as main flooring! The living room has a gas fireplace with a gorgeous stacked stone surround. 2 large windows surround either side of the fireplace for a natural source of sunlight! Kitchen has stainless steel appliances, 3 cm granite countertops, farm sink, and cabinetry to the ceiling. Linen closet outside the secondary bathroom, for extra storage. Master suite come with a double sink vanity concept, Jetta Whirlpool tub, walk in shower and spacious closet with seasonal racks located at the top. Home has Smart Home Technology, a Rinnai Tankless water heater, whole home air purification system, and R44 Insulation."
"$254,800 ",3bd,2ba,"1,593 sqft",317 Golden Leaf Ct,Moore,OK,73160,Gated community in the heart of Moore. Tons of storage provided in the massive walk-in pantry! 10 ft ceilings. Table kitchen island with stone countertop provides extra seating while making meal prep and entertaining a delight. Stainless appliances. Spacious master bedroom closet. Master bath has both tub and tiled shower. Just a short way to shops and restaurants on S. 19th street and I 35. Completion approx. Dec 2021. Community Storm Shelter just around the corner in case of tornados.
"$351,578 ",4bd,3ba,"2,464 sqft (on 0.27 acres)",4405 Silver Maple,Oklahoma City,OK,73179,"Under construction. Still time to choose some of the interior colors prior to Builder's order date. 3 bed, study plus a bonus room, (optional 4 bedroom or 5 bedrooms) 3 bathrooms, 3 car garage in up and coming neighborhood. Large yard, Mustang schools, Okc utilities, one and half stories, large windows overlook the large yard, open concept living area, center island with breakfast bar area, built-in GE appliances, gas stove with vent hood, linen closet in hallway and primary bathroom, large walk-in closet, wood look ceramic tile floors in all rooms except bedrooms, bonus room and hallway upstairs, 3 cm granite in kitchen and bathrooms, mud bench, laundry room."
"$245,000 ",3bd,2ba,"1,589 sqft",9229 SW 48th Ter,Oklahoma City,OK,73179,"Stunning one owner home in the most desirable location. Upon entering you’re greeted with an abundance of natural light guiding you into the open living area. The kitchen and dining flow nicely together and make entertaining a breeze. The chef in your family will love the gas stove, counter space, & breakfast bar. The split floor plan works wonderfully as the primary suite offers double vanities, sizable tub, and free standing shower. Enjoy your backyard as you relax on your spacious covered patio. The neighborhood offers a pool, gym, multiple playgrounds and is located just minutes from Kilpatrick Turnpike!"
"$278,500 ",3bd,2ba,"1,763 sqft",8917 SW 42nd St,Oklahoma City,OK,73179,"Style, comfort & quality are abundant with this unique design! You will immediately fall in love with the craftsmanship of this home! Natural light throughout Kitchen, living and dining. Perfect for entertaining or relaxing. Granite countertops in the kitchen, custom cabinetry, large pantry & so much more! Spacious living, Dining/Open concept kitchen. Appliances include gas range, microwave and dishwasher, wood-look tile in main living areas, mud bench, fireplace, LARGE closets & tons of storage throughout. Unique lighting fixtures with a flair. This inviting home is filled with character & gorgeous style."
"$265,000 ",4bd,3ba,"2,235 sqft",8529 SW 49th Cir,Oklahoma City,OK,73179,"Beautiful Property! Located in Mustang Schools, This Home Sits In A Private Cul-De-Sac Area, It Offers 3 Bedrooms, Plus An Office That Can Double As A Fourth Bedroom Option, Spacious Bedrooms With Walk-In Closet Are Upstairs With Second Living Area Offering A Spacious Area For Kids To Play Or Relax At Home. The kitchen Is Updated With Granite Countertops, Ample Cabinet Storage, Plus A Pantry. Master Bedroom Is Down Stairs, Master Bath Has Tiled Shower, Walk-In Closet And Plenty Of Storage, Guest Half Bath Down The Hall. The Seller Extended The Outside Patio And Concrete Area To Enjoy Summer Days Outside."
"$260,990 ",4bd,2ba,"1,665 sqft",11637 SW 41st Ter,Oklahoma City,OK,73179,"This charming single-story Fargo plan features 1,665 square feet with 4 bedrooms and 2 full baths. A mindful open concept with a large central family room and kitchen. The kitchen features a breakfast bar, granite countertops, a large walk-in pantry, and Whirlpool stainless steel appliances. Off from the central family room is the primary bedroom and en suite, which features a double sink with marble tops and a walk-in closet. The exterior has a fully sodded front and backyard, sprinkler system a full, 6’ privacy fence, a beautiful landscape package in the front, and a huge covered patio! Estimated completion January 2022."
"$220,000 ",4bd,3ba,"1,941 sqft",8541 SW 36th Ter,Oklahoma City,OK,73179,"This stunning home in Mustang schools is awaiting its newest owner and that could be you! The living room showcases a raised ceiling and a corner gas burning fireplace. The kitchen is a chef’s dream featuring custom-built stained cabinetry, tiled floors for easy cleanups, and the dining room sits just beside it. The primary bedroom is complete with a private en-suite and a walk-in closet. The sprawling backyard is just the place to kick back relax and enjoy a beautiful Oklahoma Sunset. This home is move-in ready, you won't want to miss your chance to call this one ""Home""!"
"$357,500 ",4bd,3ba,"2,590 sqft",3512 Chesterfield Pl,Oklahoma City,OK,73179,"Nestled in the popular Morgan Estates, this beautiful home is move in ready! Upon entering the property, the study/office with built in desk is just to the right of the front door. Past the study is a beautiful open concept kitchen with breakfast bar, ample counter space, pantry, gas range, built in oven, center island, the kitchen flows into a cozy living room with fireplace and plenty of natural light. Next to the living room is the theater room perfect for entertaining and family nights. Just past the kitchen is the hallway that leads to spacious main bedroom and bath with double vanity sinks, jetted tub, walk-in shower and walk in closet with built in shelves. The dining room leads to a covered patio and large backyard with a privacy fence. The backyard has an additional chain link fenced area, perfect for pets, gardening, or play area. Attached 3 car garage with in ground storm shelter, and generac generator and switch."
"$149,900 ",3bd,1ba,"1,056 sqft (on 0.86 acres)",4508 S Pinto Pass,Oklahoma City,OK,73179,"THIS BEAUTIFUL HOME IS NESTLED ON .86 ACRES AND HAS PLENTY OF SPACE TO SPREAD OUT!IT HAS A GOOD SIZE WORKSHOP IN THE BACK,THE EXTERIOR NEEDS A LITTLE TLC BUT THE INSIDE HAS BEEN REMODELED WITH FRESH INTERIOR PAINT ETC. DON'T MISS THIS CHANCE TO MAKE THIS HOME YOURS!!COME CHECK OUT TODAY!! HOME IS BEING SOLD AS IS."
"$495,000 ",3bd,3ba,"2,841 sqft (on 0.31 acres)",4001 Hunter Glen Dr,Oklahoma City,OK,73179,"This home is currently under construction so you still have time to pick out your colors! Beautiful custom cabinets and wood work throughout and hand scraped real wood floors in all the main areas. The oversized laundry with an abundance of storage is connected to the master bathroom which features a walk in shower, freestanding soaker tub, separate sink areas and large closet with 3rd row seasonal hanging space. Right outside the master bedroom is a perfect office/flex space. The kitchen, living and dining area is flooded with tons of natural light from all of the windows. The kitchen will feature a HUGE island perfect to gather around! The fireplace is the true focal point of the space with ship lap from floor to ceiling. Create indoor/outdoor living with your double slider doors onto the back patio with outdoor fireplace. On the other side of the home is an extra living/bonus room, 2 additional bedrooms, double sink bathroom, and a MASSIVE built in storage cabinet."
"$404,900 ",4bd,3ba,"2,707 sqft",3804 Wedgewood Creek Dr,Oklahoma City,OK,73179,"Everything, you could dream of! Large open Living, Dining and Kitchen with hardwood floors to be installed. Kitchen breakfast bar with lots of storage and extra space for prep area. Stainless Steel appliances! 3 cm Granite in kitchen and bathrooms 2nd living is game room tucked away from other spaces. Main bedroom overlooks the pond and back patio with private ensuite boasting seperate tub and walk in shower! 2nd bedroom also has own bath! 3rd and 4th bedrooms are ample in size and closet space. Sink in utility room. Back patio overlooks common area with beautiful pond Carpet in bedrooms and game room Wood in main living Photos will be exchanged for professional as soon as flooring is complete Completion date before the end of the year!!!"
"$194,901 ",3bd,2ba,"1,126 sqft (on 0.52 acres)",15964 Prairie Rose Dr,Mcloud,OK,74851,"The Augusta is one of our newest floor plans that offers unparalleled craftsmanship and exceptional amenities all at an affordable price! Situated on a half acre lot in Bethel schools, this designer floor plan is truly remarkable inside and out. Features include over 1,100 SqFt., a kitchen island, spacious master closet, a two-car garage, large windows that provide plenty of natural lighting, a back patio space, and an open floor plan (great for entertaining). With low monthly mortgage payments sure to fit any budget, see why the Augusta is the floor plan to call Home today! HOME IS UNDER CONSTRUCTION."
"$194,115 ",3bd,2ba,"1,126 sqft (on 0.56 acres)",29231 Apache Dr,Mcloud,OK,74851,
"$196,115 ",3bd,2ba,"1,126 sqft (on 0.59 acres)",15951 Lasso Cir,Mcloud,OK,74851,"The Augusta is one of our newest floor plans that offers unparalleled craftsmanship and exceptional amenities all at an affordable price! This designer floor plan is truly remarkable inside and out. Features include over 1,100 SqFt., a kitchen island, spacious master closet, a two-car garage, large windows that provide plenty of natural lighting, a back patio space, and an open floor plan (great for entertaining). All homes in this community are shop approved"
